row_id,video_id,agent_id,target_id,action,start_frame,stop_frame
586,438887472,mouse4,mouse2,approach,10510,10538
587,438887472,mouse4,mouse2,chase,10578,10614
588,438887472,mouse4,mouse2,approach,10616,10620
589,438887472,mouse4,mouse2,approach,11841,11842
590,438887472,mouse4,mouse2,approach,11848,11861
591,438887472,mouse4,mouse2,chase,11861,11910
592,438887472,mouse4,mouse2,approach,11914,11943
593,438887472,mouse4,mouse2,chase,11943,11944
594,438887472,mouse4,mouse2,chase,11945,11946
595,438887472,mouse4,mouse2,chase,11948,11950
596,438887472,mouse4,mouse2,chase,11951,11957
597,438887472,mouse4,mouse2,chase,11958,12010
598,438887472,mouse4,mouse2,avoid,12826,12829
599,438887472,mouse4,mouse2,avoid,13801,13824
600,438887472,mouse4,mouse2,avoid,14675,14676
601,438887472,mouse4,mouse2,avoid,14677,14679
602,438887472,mouse4,mouse2,approach,15428,15443
603,438887472,mouse4,mouse2,chase,16864,16876
604,438887472,mouse4,mouse2,chase,16881,16882
605,438887472,mouse4,mouse2,chase,16883,16892
606,438887472,mouse4,mouse2,chase,16893,16935
607,438887472,mouse4,mouse2,chase,16936,16938
608,438887472,mouse4,mouse2,chase,17055,17056
609,438887472,mouse4,mouse2,chase,17060,17061
610,438887472,mouse4,mouse2,approach,17633,17636
611,438887472,mouse4,mouse2,approach,17639,17640
612,438887472,mouse4,mouse2,approach,17648,17653
613,438887472,mouse4,mouse2,approach,17655,17660
614,438887472,mouse4,mouse2,approach,17910,17930
615,438887472,mouse4,mouse2,approach,18059,18083
616,438887472,mouse4,mouse2,avoid,18120,18173
617,438887472,mouse4,mouse2,avoid,18178,18182
618,438887472,mouse4,mouse3,approach,217,237
619,438887472,mouse4,mouse3,attack,262,263
620,438887472,mouse4,mouse3,approach,506,541
621,438887472,mouse4,mouse3,chase,637,638
622,438887472,mouse4,mouse3,chase,644,650
623,438887472,mouse4,mouse3,approach,650,678
624,438887472,mouse4,mouse3,chase,760,812
625,438887472,mouse4,mouse3,approach,2254,2257
626,438887472,mouse4,mouse3,approach,2269,2286
627,438887472,mouse4,mouse3,approach,2676,2677
628,438887472,mouse4,mouse3,avoid,2786,2840
629,438887472,mouse4,mouse3,approach,3207,3241
630,438887472,mouse4,mouse3,approach,4629,4634
631,438887472,mouse4,mouse3,approach,4636,4639
632,438887472,mouse4,mouse3,approach,4640,4641
633,438887472,mouse4,mouse3,approach,4644,4645
634,438887472,mouse4,mouse3,approach,4646,4647
635,438887472,mouse4,mouse3,avoid,6342,6373
636,438887472,mouse4,mouse3,avoid,8095,8096
637,438887472,mouse4,mouse3,avoid,8100,8113
638,438887472,mouse4,mouse3,approach,8392,8412
639,438887472,mouse4,mouse3,chase,8430,8431
640,438887472,mouse4,mouse3,chase,8432,8515
641,438887472,mouse4,mouse3,attack,8515,8519
642,438887472,mouse4,mouse3,chase,8519,8525
643,438887472,mouse4,mouse3,attack,8525,8527
644,438887472,mouse4,mouse3,chase,8527,8538
645,438887472,mouse4,mouse3,attack,8574,8578
646,438887472,mouse4,mouse3,attack,8652,8673
647,438887472,mouse4,mouse3,chase,8706,8707
648,438887472,mouse4,mouse3,chase,8712,8719
649,438887472,mouse4,mouse3,approach,8722,8723
650,438887472,mouse4,mouse3,approach,8724,8725
651,438887472,mouse4,mouse3,approach,8778,8782
652,438887472,mouse4,mouse3,approach,8783,8785
653,438887472,mouse4,mouse3,approach,8787,8789
654,438887472,mouse4,mouse3,approach,8794,8795
655,438887472,mouse4,mouse3,approach,8796,8797
656,438887472,mouse4,mouse3,avoid,8824,8827
657,438887472,mouse4,mouse3,avoid,9093,9097
658,438887472,mouse4,mouse3,avoid,9101,9103
659,438887472,mouse4,mouse3,avoid,9104,9107
660,438887472,mouse4,mouse3,avoid,9466,9474
661,438887472,mouse4,mouse3,avoid,10267,10273
662,438887472,mouse4,mouse3,avoid,10284,10285
663,438887472,mouse4,mouse3,avoid,10290,10300
664,438887472,mouse4,mouse3,avoid,10301,10306
665,438887472,mouse4,mouse3,avoid,10328,10329
666,438887472,mouse4,mouse3,avoid,10342,10352
667,438887472,mouse4,mouse3,approach,10976,10996
668,438887472,mouse4,mouse3,approach,11288,11313
669,438887472,mouse4,mouse3,chase,11318,11353
670,438887472,mouse4,mouse3,chase,11354,11356
671,438887472,mouse4,mouse3,approach,12594,12615
672,438887472,mouse4,mouse3,approach,13753,13774
673,438887472,mouse4,mouse3,approach,13776,13778
674,438887472,mouse4,mouse3,avoid,13816,13828
675,438887472,mouse4,mouse3,avoid,15101,15144
676,438887472,mouse4,mouse3,submit,15381,15383
677,438887472,mouse4,mouse3,submit,15386,15387
678,438887472,mouse4,mouse3,avoid,15423,15442
679,438887472,mouse4,mouse3,approach,15507,15529
680,438887472,mouse4,mouse3,avoid,15723,15793
681,438887472,mouse4,mouse3,approach,17367,17368
682,438887472,mouse4,mouse3,approach,17372,17379
683,438887472,mouse4,mouse3,approach,17396,17397
684,438887472,mouse4,mouse3,chase,17404,17458
685,438887472,mouse4,mouse3,avoid,17881,17937
686,438887472,mouse4,mouse3,avoid,18134,18135
687,438887472,mouse4,mouse3,avoid,18139,18143
688,438887472,mouse4,mouse3,avoid,18154,18175
689,438887472,mouse4,mouse3,avoid,18182,18186
690,438887472,mouse4,self,rear,155,156
691,438887472,mouse4,self,rear,158,185
692,438887472,mouse4,self,rear,276,291
693,438887472,mouse4,self,rear,317,319
694,438887472,mouse4,self,rear,323,393
695,438887472,mouse4,self,rear,394,415
696,438887472,mouse4,self,rear,957,975
697,438887472,mouse4,self,rear,1261,1262
698,438887472,mouse4,self,rear,1264,1265
699,438887472,mouse4,self,rear,1285,1293
700,438887472,mouse4,self,rear,1296,1297
701,438887472,mouse4,self,rear,1298,1301
702,438887472,mouse4,self,rear,1304,1305
703,438887472,mouse4,self,rear,1312,1313
704,438887472,mouse4,self,rear,1418,1419
705,438887472,mouse4,self,rear,1433,1434
706,438887472,mouse4,self,rear,1510,1511
707,438887472,mouse4,self,rear,1516,1518
708,438887472,mouse4,self,rear,1523,1524
709,438887472,mouse4,self,rear,1589,1590
710,438887472,mouse4,self,rear,1644,1656
711,438887472,mouse4,self,rear,1657,1658
712,438887472,mouse4,self,rear,1674,1675
713,438887472,mouse4,self,rear,1676,1684
714,438887472,mouse4,self,rear,1705,1706
715,438887472,mouse4,self,rear,1707,1709
716,438887472,mouse4,self,rear,1849,1938
717,438887472,mouse4,self,rear,1939,1940
718,438887472,mouse4,self,rear,2466,2473
719,438887472,mouse4,self,rear,2474,2483
720,438887472,mouse4,self,rear,2485,2486
721,438887472,mouse4,self,rear,2960,2962
722,438887472,mouse4,self,rear,2986,3036
723,438887472,mouse4,self,rear,3067,3068
724,438887472,mouse4,self,rear,3073,3074
725,438887472,mouse4,self,rear,3351,3393
726,438887472,mouse4,self,rear,3407,3447
727,438887472,mouse4,self,rear,3498,3534
728,438887472,mouse4,self,rear,3538,3539
729,438887472,mouse4,self,rear,3902,3903
730,438887472,mouse4,self,rear,3908,3909
731,438887472,mouse4,self,rear,4309,4311
732,438887472,mouse4,self,rear,4318,4319
733,438887472,mouse4,self,rear,4322,4323
734,438887472,mouse4,self,rear,4325,4330
735,438887472,mouse4,self,rear,4334,4335
736,438887472,mouse4,self,rear,4413,4414
737,438887472,mouse4,self,rear,4415,4418
738,438887472,mouse4,self,rear,4423,4425
739,438887472,mouse4,self,rear,4434,4435
740,438887472,mouse4,self,rear,4441,4442
741,438887472,mouse4,self,rear,4445,4446
742,438887472,mouse4,self,rear,4447,4483
743,438887472,mouse4,self,rear,4766,4798
744,438887472,mouse4,self,rear,4799,4801
745,438887472,mouse4,self,rear,4851,4853
746,438887472,mouse4,self,rear,4856,4898
747,438887472,mouse4,self,rear,5047,5100
748,438887472,mouse4,self,rear,5236,5244
749,438887472,mouse4,self,rear,5309,5310
750,438887472,mouse4,self,rear,5345,5346
751,438887472,mouse4,self,rear,5348,5375
752,438887472,mouse4,self,rear,5376,5397
753,438887472,mouse4,self,rear,5415,5416
754,438887472,mouse4,self,rear,5417,5419
755,438887472,mouse4,self,rear,5483,5504
756,438887472,mouse4,self,rear,5505,5506
757,438887472,mouse4,self,rear,5509,5510
758,438887472,mouse4,self,rear,5514,5515
759,438887472,mouse4,self,rear,5516,5571
760,438887472,mouse4,self,rear,5585,5596
761,438887472,mouse4,self,rear,5597,5600
762,438887472,mouse4,self,rear,5665,5666
763,438887472,mouse4,self,rear,5667,5673
764,438887472,mouse4,self,rear,5677,5678
765,438887472,mouse4,self,rear,5682,5704
766,438887472,mouse4,self,rear,5757,5758
767,438887472,mouse4,self,rear,5759,5837
768,438887472,mouse4,self,rear,5839,5887
769,438887472,mouse4,self,rear,5922,5923
770,438887472,mouse4,self,rear,5927,5946
771,438887472,mouse4,self,rear,5953,5954
772,438887472,mouse4,self,rear,5957,5978
773,438887472,mouse4,self,rear,6074,6097
774,438887472,mouse4,self,rear,6177,6228
775,438887472,mouse4,self,rear,6605,6606
776,438887472,mouse4,self,rear,6612,6627
777,438887472,mouse4,self,rear,6730,6777
778,438887472,mouse4,self,rear,6781,6785
779,438887472,mouse4,self,rear,6834,6835
780,438887472,mouse4,self,rear,6841,6850
781,438887472,mouse4,self,rear,6862,6863
782,438887472,mouse4,self,rear,6864,6910
783,438887472,mouse4,self,rear,6936,6964
784,438887472,mouse4,self,rear,6987,7017
785,438887472,mouse4,self,rear,7047,7052
786,438887472,mouse4,self,rear,7056,7059
787,438887472,mouse4,self,rear,7443,7473
788,438887472,mouse4,self,rear,7481,7538
789,438887472,mouse4,self,rear,7645,7676
790,438887472,mouse4,self,rear,8210,8211
791,438887472,mouse4,self,rear,8212,8213
792,438887472,mouse4,self,rear,8214,8243
793,438887472,mouse4,self,rear,8308,8325
794,438887472,mouse4,self,rear,8567,8570
795,438887472,mouse4,self,rear,8642,8645
796,438887472,mouse4,self,rear,8646,8648
797,438887472,mouse4,self,rear,8655,8659
798,438887472,mouse4,self,rear,9156,9157
799,438887472,mouse4,self,rear,9160,9187
800,438887472,mouse4,self,rear,9520,9538
801,438887472,mouse4,self,rear,9585,9586
802,438887472,mouse4,self,rear,9589,9590
803,438887472,mouse4,self,rear,9596,9602
804,438887472,mouse4,self,rear,9604,9605
805,438887472,mouse4,self,rear,9612,9617
806,438887472,mouse4,self,rear,9637,9638
807,438887472,mouse4,self,rear,9639,9640
808,438887472,mouse4,self,rear,9647,9651
809,438887472,mouse4,self,rear,9668,9728
810,438887472,mouse4,self,rear,9975,9977
811,438887472,mouse4,self,rear,9979,9981
812,438887472,mouse4,self,rear,10118,10119
813,438887472,mouse4,self,rear,10120,10121
814,438887472,mouse4,self,rear,10125,10152
815,438887472,mouse4,self,rear,10382,10383
816,438887472,mouse4,self,rear,10390,10391
817,438887472,mouse4,self,rear,10392,10395
818,438887472,mouse4,self,rear,10398,10435
819,438887472,mouse4,self,rear,10436,10437
820,438887472,mouse4,self,rear,10467,10468
821,438887472,mouse4,self,rear,10471,10472
822,438887472,mouse4,self,rear,10476,10477
823,438887472,mouse4,self,rear,10478,10479
824,438887472,mouse4,self,rear,10480,10481
825,438887472,mouse4,self,rear,10485,10487
826,438887472,mouse4,self,rear,10491,10492
827,438887472,mouse4,self,rear,10628,10658
828,438887472,mouse4,self,rear,10659,10799
829,438887472,mouse4,self,rear,10814,10831
830,438887472,mouse4,self,rear,10874,10902
831,438887472,mouse4,self,rear,11079,11084
832,438887472,mouse4,self,rear,11085,11086
833,438887472,mouse4,self,rear,11087,11088
834,438887472,mouse4,self,rear,11125,11149
835,438887472,mouse4,self,rear,11154,11156
836,438887472,mouse4,self,rear,11157,11181
837,438887472,mouse4,self,rear,11182,11183
838,438887472,mouse4,self,rear,11184,11186
839,438887472,mouse4,self,rear,11483,11485
840,438887472,mouse4,self,rear,11488,11489
841,438887472,mouse4,self,rear,11490,11491
842,438887472,mouse4,self,rear,11492,11499
843,438887472,mouse4,self,rear,11500,11510
844,438887472,mouse4,self,rear,11786,11801
845,438887472,mouse4,self,rear,11825,11826
846,438887472,mouse4,self,rear,11908,11909
847,438887472,mouse4,self,rear,12390,12392
848,438887472,mouse4,self,rear,12393,12430
849,438887472,mouse4,self,rear,12431,12434
850,438887472,mouse4,self,rear,12715,12748
851,438887472,mouse4,self,rear,12870,12875
852,438887472,mouse4,self,rear,12883,12885
853,438887472,mouse4,self,rear,12930,12943
854,438887472,mouse4,self,rear,12944,12952
855,438887472,mouse4,self,rear,13186,13225
856,438887472,mouse4,self,rear,13284,13289
857,438887472,mouse4,self,rear,13641,13642
858,438887472,mouse4,self,rear,13646,13661
859,438887472,mouse4,self,rear,13662,13664
860,438887472,mouse4,self,rear,13841,13857
861,438887472,mouse4,self,rear,13858,13859
862,438887472,mouse4,self,rear,13890,13900
863,438887472,mouse4,self,rear,13903,13906
864,438887472,mouse4,self,rear,14026,14028
865,438887472,mouse4,self,rear,14043,14048
866,438887472,mouse4,self,rear,14082,14083
867,438887472,mouse4,self,rear,14092,14093
868,438887472,mouse4,self,rear,14128,14129
869,438887472,mouse4,self,rear,14146,14148
870,438887472,mouse4,self,rear,14190,14191
871,438887472,mouse4,self,rear,14196,14198
872,438887472,mouse4,self,rear,14203,14204
873,438887472,mouse4,self,rear,14206,14248
874,438887472,mouse4,self,rear,14249,14263
875,438887472,mouse4,self,rear,14264,14267
876,438887472,mouse4,self,rear,14268,14272
877,438887472,mouse4,self,rear,14280,14281
878,438887472,mouse4,self,rear,14298,14344
879,438887472,mouse4,self,rear,14376,14378
880,438887472,mouse4,self,rear,14379,14403
881,438887472,mouse4,self,rear,14430,14444
882,438887472,mouse4,self,rear,14497,14509
883,438887472,mouse4,self,rear,14510,14523
884,438887472,mouse4,self,rear,14524,14538
885,438887472,mouse4,self,rear,14567,14581
886,438887472,mouse4,self,rear,14702,14745
887,438887472,mouse4,self,rear,14937,14938
888,438887472,mouse4,self,rear,14939,14943
889,438887472,mouse4,self,rear,14944,15087
890,438887472,mouse4,self,rear,15179,15215
891,438887472,mouse4,self,rear,15274,15293
892,438887472,mouse4,self,rear,15295,15297
893,438887472,mouse4,self,rear,15299,15301
894,438887472,mouse4,self,rear,15305,15350
895,438887472,mouse4,self,rear,15351,15381
896,438887472,mouse4,self,rear,15382,15384
897,438887472,mouse4,self,rear,15385,15386
898,438887472,mouse4,self,rear,15478,15498
899,438887472,mouse4,self,rear,15551,15552
900,438887472,mouse4,self,rear,15554,15556
901,438887472,mouse4,self,rear,15559,15605
902,438887472,mouse4,self,rear,15606,15610
903,438887472,mouse4,self,rear,15612,15613
904,438887472,mouse4,self,rear,15614,15615
905,438887472,mouse4,self,rear,15616,15716
906,438887472,mouse4,self,rear,15720,15721
907,438887472,mouse4,self,rear,15813,15814
908,438887472,mouse4,self,rear,15816,15817
909,438887472,mouse4,self,rear,15818,15823
910,438887472,mouse4,self,rear,15824,15825
911,438887472,mouse4,self,rear,15827,15833
912,438887472,mouse4,self,rear,15900,15903
913,438887472,mouse4,self,rear,15907,15911
914,438887472,mouse4,self,rear,15920,15941
915,438887472,mouse4,self,rear,15942,15944
916,438887472,mouse4,self,rear,16026,16027
917,438887472,mouse4,self,rear,16029,16030
918,438887472,mouse4,self,rear,16033,16038
919,438887472,mouse4,self,rear,16039,16050
920,438887472,mouse4,self,rear,16052,16054
921,438887472,mouse4,self,rear,16056,16065
922,438887472,mouse4,self,rear,16115,16116
923,438887472,mouse4,self,rear,16117,16191
924,438887472,mouse4,self,rear,16337,16341
925,438887472,mouse4,self,rear,16346,16347
926,438887472,mouse4,self,rear,16348,16366
927,438887472,mouse4,self,rear,16367,16372
928,438887472,mouse4,self,rear,16374,16383
929,438887472,mouse4,self,rear,16384,16386
930,438887472,mouse4,self,rear,16445,16446
931,438887472,mouse4,self,rear,16448,16449
932,438887472,mouse4,self,rear,16594,16595
933,438887472,mouse4,self,rear,16604,16605
934,438887472,mouse4,self,rear,16621,16651
935,438887472,mouse4,self,rear,16695,16712
936,438887472,mouse4,self,rear,16714,16754
937,438887472,mouse4,self,rear,16763,16764
938,438887472,mouse4,self,rear,16766,16782
939,438887472,mouse4,self,rear,16783,16784
940,438887472,mouse4,self,rear,16785,16789
941,438887472,mouse4,self,rear,17250,17287
942,438887472,mouse4,self,rear,17880,17883
